omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][App] App Name: GNBSIM
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: REGESTRATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329282] Handling event: REGESTRATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329284] Handling event: REGESTRATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 73 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 73 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 73 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 73 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 73 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 552 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329282
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329282] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Received Message Type: 86
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: AUTHENTICATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Next Event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Handling: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329282] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 67 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 552 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329280
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329280] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Received Message Type: 86
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: AUTHENTICATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Next Event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Handling: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329280] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 67 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 552 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329283
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329283] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000034] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000034] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000034] Received Message Type: 86
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000034] Handling event: AUTHENTICATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000034] Next Event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000034] Handling: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000034] Handling event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329283] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 67 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 552 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329281
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329281] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000032] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000032] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000032] Received Message Type: 86
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000032] Handling event: AUTHENTICATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000032] Next Event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000032] Handling: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000032] Handling event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329281] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 67 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 552 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329284
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329284] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000035] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000035] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000035] Received Message Type: 86
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000035] Handling event: AUTHENTICATION-REQUEST-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000035] Next Event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000035] Handling: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000035] Handling event: AUTHENTICATION-RESPONSE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329284] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 67 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 368 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329282
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329282] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000033] Security Header Type Integrity Protected With New 5g Nas Security Context
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Calculate NAS MAC (algorithm: 2, DLCount: 0x0)
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] NAS integrity key: a4b2ecb815deaa22b3dc8ad836691e3f
omec-gnbsim-vpp    | cmac value: 0x0314c316
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Received Message Type: 93
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: SECURITY-MODE-COMMAND-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000033] Handling: SECURITY-MODE-COMPLETE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000033] Security header type: Integrity Protected With New 5G Security Context
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000033] Encrypt NAS message (algorithm: 0, DLCount: 0x0)
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000033] Handling event: SECURITY-MODE-COMPLETE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329282] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 97 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 368 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329280
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329280] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000031] Security Header Type Integrity Protected With New 5g Nas Security Context
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Calculate NAS MAC (algorithm: 2, DLCount: 0x0)
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] NAS integrity key: 520b29a928da1ee0d451d2d48df18b8a
omec-gnbsim-vpp    | cmac value: 0xf3e96c61
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Received Message Type: 93
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: SECURITY-MODE-COMMAND-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000031] Handling: SECURITY-MODE-COMPLETE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000031] Security header type: Integrity Protected With New 5G Security Context
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000031] Encrypt NAS message (algorithm: 0, DLCount: 0x0)
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000031] Handling event: SECURITY-MODE-COMPLETE-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329280] Handling event: UL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Wrote 97 bytes
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][ControlPlaneTransport] Read 368 bytes from 192.168.70.132
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbUeDao] Fetching GnbCpUe for RANUENGAPID: 3439329283
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][GNodeB][GnbCpUe][3439329283] Handling event: DOWNLINK-NAS-TRANSPORT-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][SimUe][imsi-208950000000034] Handling event: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000034] Handling: DL-INFO-TRANSFER-EVENT
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [DEBU][GNBSIM][RealUe][imsi-208950000000034] Security Header Type Integrity Protected With New 5g Nas Security Context
omec-gnbsim-vpp    | 2023-01-16T10:26:57Z [INFO][GNBSIM][RealUe][imsi-208950000000034] Calculate NAS MAC (algorithm: 2, DLCount: 0x0)
